Positive,Negative,Neutral,Compound,Sent_result,Sentiment,Review,Index
0.153,0,0.847,0.4019,0,Positive,Special thumbnails are used to provide insight into the composition of the clusters and their relationship.,1311
0.134,0,0.866,0.4019,0,Positive,"In addition, an interactive circular correlation map is provided to allow analysts to detect the relationships of the comments to other important attributes and the scores.",1312
0.08,0.068,0.852,0.128,0,Positive,"We have applied these techniques to customer comments from real-world online stores and product reviews from web sites to identify the strength and problems of different products and services, and s,how t,he potent,""ial of our technique.,""",1313
0.096,0,0.904,0.6124,0,Positive,"KEYWORDS: Visual Opinion Analysis, Visual Sentiment Analysis, Visual Document Analysis, Attribute Extraction INDEX TERMS: I.7.5 [Document and Text Processing]: Document Capture - Document Analysis;,I.5.2,[Pattern,""Recognition]: Design Methodology - Feature evaluation and selection 1 INTRODUCTION 1.1 Motivation With the rapid growth of Internet technologies, there are large numbers of customer reviews on the websites.,""",1314
0,0,1,0,1,Neutral,[9] reports that ??1% of Internet users (or 60% of Americans) have done online research on a product at least once??,1315
0,0,1,0,1,Neutral,"Furthermore, they state that customers are willing to invest significantly more for a 5-starrated product than a 4-star-rated product.",1316
0.139,0,0.861,0.4404,0,Positive,"Therefore, reviews can have a large impact on the profit margin that a company is able to realize with a specific product.",1317
0.081,0.135,0.784,-0.212,2,Negative,"While the internet users were generally satisfied with their online product research, ??퓍 the same time, 58% also report that online information was missing, impossible to find, confusing, and/or o,verwh,elming??,"",""",1318
0,0,1,0,1,Neutral,"[9] _____________________ Over the years, manufacturers and retailers alike have collected vast amounts of reviews from their customers.",1319
0.207,0.103,0.69,0.4588,0,Positive,"This feedback is a valuable source of information for a company to improve the quality of the products, correct service failures, and guide their customers.",1320
0.265,0,0.735,0.8779,0,Positive,"On the other hand, as the above cited surveys show, the customers themselves are also interested in this source of information to find the product that fits best to their needs.",1321
0,0,1,0,1,Neutral,"However, the feedback is unstructured by nature; there are too many customer comments to read them all sequentially.",1322
0,0,1,0,1,Neutral,It is timeconsuming to uncover the ??꿵lden nuggets??,1323
0,0.141,0.859,-0.3182,2,Negative,"As a result, actionable insight is not readily available and much of the feedback is ignored.",1324
0,0,1,0,1,Neutral,Often customers are asked to give a total score (see e.g. the webpage of amazon.com).,1325
0.144,0.138,0.718,0.0258,1,Neutral,"Yet, this score does not necessarily reveal the product's true quality and may provide misleading recommendations.",1326
0.118,0,0.882,0.3818,0,Positive,An attribute of a product that was important for customer A and thus had an important impact on the total score that this customer gave might be irrelevant for customer B.,1327
0,0,1,0,1,Neutral,"Thus, the latter does not mind if this feature is not available in the product or is deficient.",1328
0.304,0,0.696,0.7906,0,Positive,"Similarly, it is not enough for a company to know which of their products customers liked best or least.",1329
0.171,0.081,0.749,0.4588,0,Positive,In order to learn from the feedback and be able to improve the products they need to know which attributes of the product their customers liked and disliked.,1330
0.144,0,0.856,0.4019,0,Positive,"Also, for marketing purposes it is interesting to see which subgroups of customers with similar opinions exist.",1331
0.188,0,0.812,0.7579,0,Positive,1.2 Our goals and Contributions In this paper we present an approach to automatically analyze large volumes of customer reviews with respect to what was commented on positively or negatively.,1332
0.113,0,0.887,0.3182,0,Positive,"To achieve our goal, we developed a novel discrimination-based technique that detects automatically which product attributes were frequently commented on.",1333
0.221,0,0.779,0.5267,0,Positive,We then analyze for each attribute if it was mentioned positively or negatively.,1334
0.056,0.036,0.908,-0.0204,1,Neutral,"In contrast to other approaches, we determine an overall score for each attribute and each review since we are not only interested in a list of sentences that comment on a specific attribute positiv,ely o,r negativ,""ely but want to know the specific opinion of the customer.,""",1335
0.137,0,0.863,0.3612,0,Positive,"Furthermore, we present several novel visualization techniques that help the analyst to make use of the resulting structured but still large amount of data.",1336
0,0,1,0,1,Neutral,Our summary report visualization provides a quick overview.,1337
0.199,0,0.801,0.5719,0,Positive,In contrast to other visual summarization techniques it is scalable both with respect to the number of attributes and the number of products that are compared.,1338
0,0,1,0,1,Neutral,"In addition, we also developed a technique to analyze clusters of similar opinions in the data set.",1339
0.103,0,0.897,0.3182,0,Positive,Key to the detection of meaningful clusters is our distance function that is able to group reviews with similar patterns together.,1340
0.124,0,0.876,0.4019,0,Positive,The clusters themselves are visualized with special thumbnails that show what the reviews in the particular cluster have in common.,1341
0,0,1,0,1,Neutral,"Finally, our interactive circular correlation map allows analysts to detect relationships between the attributes and the user given scores.",1342
0,0,1,0,1,Neutral,The paper is structured as follows: In section 2 we give an overview of the whole visual analytics process.,1343
0,0,1,0,1,Neutral,Section 3 introduces the automatic techniques that are necessary to extract \x0cthe opinions from reviews.,1344
0,0,1,0,1,Neutral,"In section 4, we present our three visualization techniques.",1345
0,0,1,0,1,Neutral,This section also includes an application part in which real-world data is used to demonstrate the effectiveness of our technique.,1346
0.099,0.092,0.809,0.0516,0,Positive,An evaluation of the attribute extraction step and an analysis of the strengths and weaknesses of our approach are then presented in section 5.,1347
0,0,1,0,1,Neutral,We end with a review of related work in section 6 and the conclusions.,1348
0,0,1,0,1,Neutral,2 OVERVIEW OF THE PROCESS A schematic overview of our approach is given in Figure 1.,1349
0,0,1,0,1,Neutral,"The illustrated process can be subdivided into two main tasks: (a) The fully automatic analysis of the opinions mentioned in the reviews and (b) the visual analysis of the feature vectors that were,gener,ated base,""d on these automatically extracted opinions.,""",1350
0,0,1,0,1,Neutral,The process is designed as a pipeline.,1351
0.179,0,0.821,0.34,0,Positive,This allows us to easily exchange single steps of the complex process.,1352
0,0,1,0,1,Neutral,"Task (a) is done in three steps: the extraction of the attributes that have been frequently commented on, the detection of opinion signal words, and finally the mapping of the attributes and opinion,s to,find out,""which opinion words refer to a specific attribute.,""",1353
0,0,1,0,1,Neutral,Note that with ??퓍tributes??in this case we refer to the components or aspects of a specific product or type of product that are crucial when customers judge it.,1354
0.061,0.04,0.899,0.296,0,Positive,"At the end of task (a) a feature vector is generated for each review which has one entry per attribute that can either be larger than 0 (if the attribute has been positively commented on), smaller t,han 0,(if it w,""as negatively mentioned) or 0 (if no opinion was expressed on the attribute in this review).,""",1355
0,0,1,0,1,Neutral,Task (b) deals with the analysis of the extracted feature vectors.,1356
0,0,1,0,1,Neutral,"As we will show, a combination of visual and automatic techniques is key to finding trends and patterns in the data.",1357
0.058,0,0.942,0.2732,0,Positive,"3 AUTOMATIC EXTRACTION OF ATTRIBUTES AND OPINIONS Given a collection of reviews our technique allows to automatically create one feature vector per review that reflects the opinion given in the revi,ew in,a detail,""ed, differentiated and comparable way.,""",1358
0.13,0,0.87,0.2023,0,Positive,The opinion of any significant product attribute is represented by one feature dimension.,1359
0.103,0,0.897,0.3182,0,Positive,The approach includes some data preprocessing steps outlined in section 3.1 and a novel technique for attribute extraction described in section 3.2.,1360
0,0,1,0,1,Neutral,"Then, section 3.3 deals with the detection of opinion signal word and section 3.4 describes the mapping between attributes and opinion signal words.",1361
0.152,0,0.848,0.3612,0,Positive,3.1 Data Preprocessing The attributes have to be extracted from plain text natural language reviews.,1362
0,0,1,0,1,Neutral,As a preprocessing step we apply a base form reduction algorithm to all words in order to get e.g. singular forms for nouns and infinitive forms for verbs.,1363
0.159,0,0.841,0.34,0,Positive,In addition we use a sentence splitter and POS-tagger ([13]) as well as a NP-chunker ([11]) in order to identify noun phrases.,1364
0,0,1,0,1,Neutral,This allows us to consider noun phrases that consist of several consecutive words (tokens).,1365
0.083,0,0.917,0.4019,0,Positive,"Numbers and short strings with less than 3 characters are deleted in the preprocessing step since they often correspond to punctuation marks or special characters that do not need to be considered.,"","",,",1366
0,0,1,0,1,Neutral,3.2 Attribute Extraction The first step of our opinion analysis method is the extraction of attributes.,1367
0.212,0,0.788,0.6249,0,Positive,With attributes we refer to certain characteristics of the entity of interest which are frequently mentioned when this entity is evaluated.,1368
0.096,0,0.904,0.2023,0,Positive,"For a product those attributes may be components, properties or parameters that are important for customers when evaluating it.",1369
0.089,0.101,0.81,-0.1665,2,Negative,"In our scenario, it is important to automatically detect a list of all relevant product attributes, since it allows us to analyze customer reviews not only with respect to their general evaluation,,but l,ook in de,""tail at the particular attributes that customers were satisfied with or complained about.,""",1370
0,0.066,0.934,-0.296,2,Negative,"A straightforward way to automatically extract these attributes out of textual data sources (such as reviews) would be to take the most frequent words and filter out stop words according to a given,stop,word list,"".,""",1371
0,0,1,0,1,Neutral,For our printer reviews from amazon.com this results in the list of the 40 most frequent terms that is shown in the upper part of Figure 2.,1372
